MF Rank,EY Rank,ROC Rank,Combined Rank,MF Score,Grade,Ticker,Sector,Price,Market Cap,EBIT,EV,Earnings Yield %,ROC % (Greenblatt),ROE %,Gross Margin %,Op Margin %,FCF Margin %,P/E,D/E,Beta,Rev Growth %,EPS Growth %,Perf 1M %,Perf 3M %
132,3,287,290,62.5,B,DVN,Energy Minerals,47.27,29310500958.67,3495227403.16,30037860000.0,11.64,13.6,17.6,23.2,20.4,16.6,11.3,0.56,0.61,7.5,-8.7,8.5,32.4
133,150,140,290,62.2,B,NXPI,Electronic Technology,193.85,48984506989.95,3128000000.03,64774170785.72,4.83,44.5,21.0,53.4,25.5,20.4,24.4,1.24,1.64,-2.7,-18.3,-19.2,-15.8
134,39,252,291,61.9,B,UPS,Transportation,98.11,83305370854.2,8473000000.0,107337070000.0,7.89,18.7,33.8,18.5,9.6,5.4,15.0,1.76,1.1,-2.5,-3.0,-17.0,-2.1
135,113,181,294,61.6,B,DIS,Consumer Services,100.43,177913749905.89,13325954066.75,250107080000.0,5.33,32.3,11.6,31.6,14.2,7.5,14.8,0.43,1.06,3.8,120.4,-1.0,-9.6
136,292,7,299,61.3,B,ADSK,Technology Services,254.92,53788119736.69,1462000000.0,54251180000.0,2.69,525.9,39.7,85.5,20.3,33.5,48.7,0.9,0.73,17.8,2.1,13.9,-13.3
137,182,119,301,61.0,B,IR,Producer Manufacturing,83.63,32751013345.99,1504300000.0,35188176000.0,4.28,48.3,5.7,38.5,19.7,15.9,57.5,0.5,1.28,5.7,-29.4,-13.3,5.3
138,229,73,302,60.7,B,FTNT,Technology Services,84.31,62382955788.25,2074300000.0,56877980000.0,3.65,83.5,135.7,80.5,30.5,32.7,34.7,0.86,1.22,14.2,7.4,-0.3,5.3
139,250,53,303,60.5,B,PH,Producer Manufacturing,893.09,112722091402.88,4242853731.2,122046776000.0,3.48,104.9,25.8,37.4,21.4,16.8,32.6,0.69,1.31,2.8,13.4,-9.5,2.0
140,48,256,304,60.2,B,NTES,Technology Services,119.25,73262195955.4,4981296852.19,66558924989.54,7.48,18.2,22.4,64.3,31.8,44.0,16.4,0.04,0.78,7.1,14.0,0.5,-12.3
141,41,264,305,59.9,B,T,Communications,27.84,194861061710.45,25615000000.0,334741720000.0,7.65,16.6,20.4,42.9,20.4,15.5,9.1,1.44,0.23,2.7,104.4,-2.9,15.5
142,131,175,306,59.6,B,MMM,Producer Manufacturing,148.85,78399295221.36,4730000000.0,93537900000.0,5.06,34.0,76.1,39.6,19.0,5.6,24.8,2.79,1.33,-6.1,-20.6,-14.7,-8.2
143,256,50,306,59.3,B,STX,Electronic Technology,416.4,90805621524.28,2328969477.03,69315120000.0,3.36,110.6,,38.6,25.6,18.4,47.1,10.47,1.94,25.2,61.8,0.1,43.0
144,307,2,309,59.0,B,FICO,Commercial Services,1230.07,29179769393.49,955733125.18,43556563960.0,2.19,1017.5,,82.9,48.0,35.7,45.5,,1.43,16.2,24.0,-8.4,-31.3
145,19,291,310,58.7,B,DAL,Transportation,65.14,42544932359.01,5822000000.0,61355400000.0,9.49,12.7,27.7,17.4,9.2,6.1,8.5,0.97,1.49,2.8,43.7,-6.7,-8.2
146,204,106,310,58.5,B,SYK,Health Technology,351.81,134633975035.99,5893000000.0,148103155000.0,3.98,54.4,15.1,62.4,23.5,17.1,41.9,0.73,0.79,11.2,8.2,-4.8,-0.2
147,103,209,312,58.2,B,TMUS,Communications,216.71,238779184691.56,18816000000.0,343249649159.36,5.48,28.2,18.2,47.6,21.3,17.5,22.3,2.07,0.32,8.5,0.3,0.2,9.4
148,213,99,312,57.9,B,CHRW,Transportation,171.79,20377872622.1,795875000.0,20792255080.0,3.83,58.5,32.9,8.4,4.9,5.5,35.5,0.76,1.04,-8.4,25.4,-0.1,8.6
149,35,279,314,57.6,B,KR,Retail Trade,74.63,47229533107.96,4767000000.0,59760350000.0,7.98,14.6,14.1,21.0,3.2,2.3,48.6,4.16,-0.37,0.4,-58.2,6.9,19.9
150,183,133,316,57.3,B,VRTX,Health Technology,463.93,117854085604.75,4760700000.0,111530396000.0,4.27,45.7,22.5,86.3,39.4,26.5,30.3,0.11,0.34,9.9,,-1.6,2.2
151,276,43,319,57.0,B,CTAS,Commercial Services,193.18,77251484266.65,2376369225.25,78640889660.0,3.02,117.0,43.2,48.5,23.0,17.2,41.8,0.73,0.62,8.6,11.7,-1.5,3.3
152,97,223,320,56.7,B,CTVA,Process Industries,80.39,54064203926.72,2435000000.0,43728141000.0,5.57,25.8,5.0,42.5,14.0,16.2,50.8,0.12,0.58,2.9,23.1,8.8,22.8
153,43,278,321,56.4,B,MPC,Energy Minerals,233.66,68870456206.68,6523852336.94,86247000000.0,7.56,14.8,23.1,7.4,4.9,3.6,17.5,1.98,0.96,-4.3,34.1,19.0,31.8
154,174,147,321,56.2,B,BDX,Health Technology,163.19,46467019055.34,3225741002.6,73977939150.0,4.36,43.4,7.0,46.1,14.8,12.0,26.7,0.77,0.58,6.2,1.7,-8.6,5.9
155,83,241,324,55.9,B,MPLX,Industrial Services,58.44,59328536837.72,4758000000.0,78529290000.0,6.06,20.7,35.0,45.2,40.3,34.7,12.1,1.83,0.51,6.2,14.4,5.6,8.2
156,149,177,326,55.6,B,Q,Electronic Technology,111.9,23460831473.24,1014000000.0,20986974475.45,4.83,34.0,7.8,41.8,21.3,20.8,33.9,0.64,2.02,,,2.6,41.8
157,285,41,326,55.3,B,NVDA,Electronic Technology,182.83,4442769029599.86,130387000000.0,4534009440000.0,2.88,122.2,101.5,71.1,60.4,38.8,37.3,0.07,1.86,65.5,66.7,-2.5,3.8
158,68,259,327,55.0,B,FSLR,Electronic Technology,199.5,21408541922.74,1696515000.0,25922687650.0,6.54,17.6,17.4,40.9,32.5,22.7,14.0,0.07,1.13,24.1,18.3,-8.8,-23.3
159,30,298,328,54.7,B,COP,Energy Minerals,123.47,150922209695.74,11495000000.0,132858621160.0,8.65,11.9,12.3,24.6,19.6,12.3,19.5,0.38,0.72,7.5,-18.9,11.8,34.3
160,231,97,328,54.4,B,EFX,Commercial Services,188.44,22663677270.54,1145000000.0,31583054000.0,3.63,59.3,14.0,44.6,18.8,18.7,35.4,1.11,1.14,6.9,10.1,-1.3,-13.4
161,133,196,329,54.2,B,GRMN,Electronic Technology,236.79,45577537265.46,1876076000.0,37281251270.0,5.03,30.8,19.8,58.7,25.9,18.8,27.6,0.02,1.31,15.1,17.6,15.5,15.2
162,141,188,329,53.9,B,META,Technology Services,625.44,1582085191661.83,83276414380.61,1695782850000.0,4.91,31.6,30.2,82.0,41.4,22.9,26.6,0.39,1.49,22.2,-1.8,-3.0,-4.6
163,226,103,329,53.6,B,WDC,Electronic Technology,304.9,103374357981.74,2654495994.04,72502700000.0,3.66,56.5,41.3,42.7,27.9,24.2,30.6,0.71,2.21,-31.2,137.6,11.7,69.5
164,310,20,330,53.3,B,EA,Technology Services,200.54,50185883322.41,1058337889.56,50746490000.0,2.09,180.6,10.0,77.5,14.2,30.9,75.3,0.32,0.48,-0.3,-32.2,0.3,-1.8
165,22,309,331,53.0,B,VG,Industrial Services,12.93,31768625323.02,5110000000.0,54680740000.0,9.35,10.8,41.9,49.9,37.1,-49.4,14.0,4.17,0.92,176.9,51.8,41.2,118.4
166,137,199,336,52.7,B,FERG,Distribution Services,226.17,43990672991.09,2426885887.1,49073216872.77,4.95,30.3,26.9,29.1,7.9,2.2,29.1,1.03,0.91,0.2,-6.7,-13.5,1.4
167,298,38,336,52.4,B,IDXX,Health Technology,592.36,47166090650.12,1365962000.0,55243126400.0,2.47,128.6,66.2,61.9,31.7,24.5,45.3,0.61,0.91,10.4,22.6,-4.0,-14.4
168,300,36,336,52.1,B,ROL,Commercial Services,55.74,26818486033.97,732516000.0,29914516620.0,2.45,133.0,38.9,49.4,19.5,17.3,51.2,0.76,0.4,11.0,13.0,-4.3,-7.2
169,272,67,339,51.9,B,ROK,Producer Manufacturing,357.37,40153791710.89,1515492411.86,47309003000.0,3.2,87.2,27.7,44.6,18.2,14.8,40.9,1.01,1.04,5.8,8.8,-6.6,-10.6
170,55,285,340,51.6,B,LNG,Industrial Services,253.04,53189739412.38,5304000000.0,71799411000.0,7.39,13.8,78.2,29.0,27.0,12.5,10.4,3.34,0.6,24.4,70.8,15.6,33.9
171,25,316,341,51.3,B,UAL,Transportation,93.7,30305429937.19,4973915796.25,55361140000.0,8.98,9.7,24.0,28.8,8.4,4.3,9.2,2.03,1.8,3.5,8.5,-15.0,-17.1
172,50,294,344,51.0,B,TGT,Retail Trade,116.44,52728242092.38,4682000000.0,62801397000.0,7.46,12.5,24.0,25.4,4.5,2.7,14.3,1.26,0.68,-1.7,-8.2,2.7,20.0
173,125,220,345,50.7,B,CMI,Producer Manufacturing,544.16,75184124187.85,3892000000.0,76516550000.0,5.09,26.3,25.1,25.0,11.6,7.1,26.5,0.66,1.17,-1.3,-27.2,-7.8,5.7
174,136,210,346,50.4,B,RL,Consumer Non-Durables,349.86,21185819308.96,1138969718.25,22880242000.0,4.98,28.1,33.8,66.8,16.1,9.8,23.8,0.99,0.91,12.7,33.9,-3.6,-6.2
175,29,318,347,50.1,B,CTRA,Energy Minerals,32.89,24972478445.61,2097000000.0,24003480000.0,8.74,9.3,12.3,34.4,28.7,22.4,14.7,0.27,0.38,33.6,49.5,7.3,29.1
176,105,242,347,49.9,C+,LVS,Consumer Services,54.91,36891261164.26,3089000000.0,56605020000.0,5.46,20.3,72.7,38.0,23.7,12.7,23.4,10.04,1.08,15.2,20.1,-2.9,-18.4
177,168,179,347,49.6,C+,AZO,Retail Trade,3464.82,57404593601.02,3423588300.67,77265787040.0,4.43,33.4,,51.9,18.1,,24.3,,0.27,5.0,-4.3,-9.1,1.9
178,100,248,348,49.3,C+,FLEX,Electronic Technology,64.47,23702100076.99,1363034134.53,24678920000.0,5.52,19.0,16.8,9.0,5.3,4.5,28.9,0.98,1.61,4.9,-9.6,2.1,-2.3
179,163,185,348,49.0,C+,MCD,Consumer Services,327.67,232773541109.91,12394000000.0,272320946000.0,4.55,32.1,,57.3,46.1,26.7,27.4,,0.23,3.7,4.9,-1.5,3.8
180,190,159,349,48.7,C+,TJX,Retail Trade,154.67,171755960817.78,7255000000.0,175795250000.0,4.13,38.5,59.1,32.6,12.0,8.0,31.7,1.32,0.21,7.1,14.4,0.5,-0.6
181,321,30,351,48.4,C+,AVGO,Electronic Technology,321.08,1520230927571.47,26557051755.95,1671277400000.0,1.59,149.8,33.4,65.0,41.6,45.3,62.6,0.83,2.2,25.2,147.3,-2.7,-7.4
182,238,114,352,48.1,C+,WAT,Health Technology,296.94,29130200711.44,844569000.0,23603033290.0,3.58,51.8,29.3,57.8,26.7,16.3,27.6,0.58,0.95,7.0,0.5,-7.8,-21.7
183,291,61,352,47.9,C+,UI,Electronic Technology,785.85,47559961946.57,903078185.68,33327774100.0,2.71,96.5,136.1,45.4,35.1,27.2,53.5,0.11,1.65,38.2,99.5,10.7,40.6
184,252,101,353,47.6,C+,LHX,Electronic Technology,366.61,68474043218.41,2334000000.0,67482136000.0,3.46,57.9,8.2,22.5,10.7,12.3,43.0,0.57,0.43,2.5,8.3,7.9,31.4
185,52,302,354,47.3,C+,VLO,Energy Minerals,236.62,70755585127.28,4400000000.0,59193370000.0,7.43,11.6,9.7,4.4,3.6,4.1,30.9,0.49,1.17,-5.4,-9.9,20.1,44.8
186,54,301,355,47.0,C+,LEN,Consumer Durables,97.32,23922406612.48,2227624657.6,30059350680.0,7.41,11.7,7.9,17.1,6.5,,14.0,0.19,0.66,-7.5,-49.3,-19.4,-14.4
187,59,296,355,46.7,C+,OKE,Industrial Services,86.62,54551857867.55,5775882720.27,79452200000.0,7.27,12.1,17.2,18.3,17.2,7.3,16.0,1.47,0.7,55.0,4.6,2.4,21.8
188,101,255,356,46.4,C+,AMRZ,Non-Energy Minerals,56.3,31119033812.65,1891000000.0,34327702952.0,5.51,18.2,10.2,25.6,16.0,12.0,26.3,0.48,1.43,0.9,-7.1,-3.5,1.7
189,207,149,356,46.1,C+,CARR,Producer Manufacturing,56.58,47268814176.0,2177000000.0,55899628000.0,3.89,42.4,10.4,26.0,10.0,9.8,33.1,0.9,1.32,-9.4,-59.2,-12.9,5.8
190,217,139,356,45.8,C+,XYL,Producer Manufacturing,121.24,29478463649.44,1311871578.95,34470269120.0,3.81,44.6,8.7,38.3,14.5,9.7,30.9,0.22,1.0,5.4,7.4,-3.7,-11.5
191,91,266,357,45.6,C+,UNP,Transportation,243.21,144318730882.9,9814000000.0,168585420000.0,5.82,16.4,40.4,45.6,40.0,22.4,20.3,1.78,0.63,1.1,8.1,-6.8,3.4
192,201,156,357,45.3,C+,ORLY,Retail Trade,89.69,75199711263.66,3460612000.0,85682094200.0,4.04,40.0,,51.6,19.5,9.0,30.2,,0.1,6.4,9.4,-6.1,-2.9
193,93,265,358,45.0,C+,DD,Process Industries,45.73,18698044064.52,1109997564.94,19468740000.0,5.7,16.5,-0.8,33.2,16.2,15.8,,0.25,1.29,-10.5,-211.7,-7.5,13.1
194,318,40,358,44.7,C+,APP,Technology Services,462.37,155945541657.06,3966993957.16,230087715360.0,1.72,122.3,203.8,85.5,72.4,72.5,48.9,1.66,2.68,23.3,108.1,26.7,-32.5
195,232,127,359,44.4,C+,MSFT,Technology Services,399.33,2965276481637.61,131484358366.1,3641621200000.0,3.61,47.0,34.4,68.6,46.7,27.5,25.0,0.32,0.95,16.7,28.7,-1.3,-16.3
196,248,111,359,44.1,C+,ECL,Process Industries,271.77,76632243680.9,2897900000.0,82993184000.0,3.49,53.0,22.4,44.5,18.0,11.8,37.3,0.92,0.5,2.2,-1.2,-9.6,5.1
197,333,26,359,43.8,C+,PANW,Technology Services,169.66,138442557477.14,1170898315.02,121657670000.0,0.96,159.5,16.3,73.5,12.7,38.7,93.9,0.04,1.24,15.4,2.1,2.8,-9.5
198,81,281,362,43.6,C+,HUM,Health Services,171.49,20587539501.43,2704980133.27,43839428070.0,6.17,14.5,7.0,,2.1,0.3,17.5,0.73,0.95,10.1,-1.5,-4.1,-33.4
199,165,197,362,43.3,C+,NOC,Electronic Technology,722.44,102529866059.49,4280000000.0,94449219990.74,4.53,30.5,26.2,19.8,10.2,7.9,24.8,1.07,0.13,2.2,2.7,3.7,28.4
200,96,267,363,43.0,C+,ZM,Technology Services,75.85,22350483190.22,1123633000.0,20145020736.9,5.58,16.4,20.3,77.0,23.1,39.5,12.2,0.01,1.1,4.4,93.9,-17.8,-14.4
201,251,112,363,42.7,C+,NVT,Electronic Technology,113.82,18407643494.66,631000000.0,18198480000.0,3.47,52.6,12.3,37.7,16.2,9.6,26.6,0.46,1.47,18.4,116.9,1.7,11.6
202,271,95,366,42.4,C+,KLAC,Electronic Technology,1462.8,191738214830.25,5167664121.2,161303509720.0,3.2,60.3,100.7,60.5,42.5,36.0,42.5,1.12,1.94,17.6,44.8,0.8,19.6
203,297,69,366,42.1,C+,GE,Electronic Technology,300.85,315535571148.31,8348817930.04,335897800000.0,2.49,86.9,45.2,36.6,18.2,15.8,37.0,1.15,1.55,0.1,36.3,-4.6,0.6
204,99,268,367,41.8,C+,PKG,Process Industries,216.2,19287935545.13,1228500000.0,22242308000.0,5.52,16.3,17.1,21.0,13.7,8.1,25.2,0.95,0.66,7.2,-3.9,-11.6,6.5
205,247,120,367,41.5,C+,ABNB,Consumer Services,132.78,80825043651.39,2609787908.34,74554080000.0,3.5,48.3,30.2,72.3,21.2,37.5,32.9,0.28,1.46,10.8,-2.2,5.0,-0.9
206,42,330,372,41.3,C+,FANG,Energy Minerals,187.37,52707911156.22,4855000000.0,63730660370.0,7.62,7.1,4.4,35.2,32.3,34.8,33.2,0.4,0.81,35.8,-64.3,12.5,24.4
207,60,313,373,41.0,C+,CCL,Consumer Services,25.32,35034029215.78,4481168325.76,62204340000.0,7.2,10.0,25.6,29.6,16.8,9.8,12.6,2.28,1.77,6.4,43.9,-21.5,-10.4
208,287,86,373,40.7,C+,LLY,Health Technology,929.34,878060305593.06,29694700000.0,1051954664000.0,2.82,65.9,101.3,83.0,45.6,13.8,41.1,1.65,0.48,44.7,96.6,-10.6,-12.7
209,212,162,374,40.4,C+,CAT,Producer Manufacturing,704.82,327943892763.64,11599000000.0,302754030000.0,3.83,37.3,43.5,32.2,17.2,11.0,37.4,2.07,1.11,4.3,-14.7,-7.9,20.0
210,80,295,375,40.1,C+,EPD,Industrial Services,37.65,81379482474.47,6448000000.0,104129100000.0,6.19,12.4,19.7,12.9,12.4,5.8,14.2,1.17,0.29,-6.5,-1.6,5.8,18.2
211,277,100,377,39.8,C+,TPL,Miscellaneous,526.55,36301519505.7,592161000.0,19694926612.1,3.01,58.2,37.2,85.5,74.2,60.3,75.5,0.01,1.07,13.1,6.1,27.9,89.2
212,78,300,378,39.5,C+,FCX,Non-Energy Minerals,57.8,83070256394.2,5727000002.0,91594970000.0,6.25,11.8,12.0,25.2,22.8,4.4,38.2,0.56,2.0,-0.0,16.8,-5.5,20.1
213,261,118,379,39.3,C+,MNST,Consumer Non-Durables,77.09,75414895254.63,2419353000.0,72893368360.0,3.32,48.4,26.8,55.8,29.2,23.7,39.8,0.0,0.35,10.7,30.5,-4.5,2.5
214,309,70,379,39.0,C+,FLUT,Consumer Services,111.91,19618043292.88,1024000000.01,47524040077.61,2.15,86.8,-3.4,45.2,6.3,6.8,,1.42,1.28,16.6,-920.7,-18.1,-49.0
215,191,189,380,38.7,C+,LIN,Process Industries,496.32,229991793685.39,9254000000.0,224358845780.0,4.12,31.5,18.1,37.8,27.2,15.0,34.0,0.73,0.31,3.0,7.2,4.7,17.3
216,289,92,381,38.4,C+,LRCX,Producer Manufacturing,223.35,278912994218.35,6224700521.23,222981171730.0,2.79,60.8,65.6,49.8,33.8,33.7,45.8,0.44,2.25,26.8,48.3,-5.4,36.3
217,79,303,382,38.1,C+,NUE,Non-Energy Minerals,163.03,37134096317.83,2684000000.0,43188056000.0,6.21,11.6,8.4,12.0,8.3,-0.6,21.6,0.35,1.26,5.7,-10.3,-9.4,3.8
218,193,190,383,37.8,C+,ILMN,Health Technology,122.2,18684379062.6,893382170.01,21702300000.0,4.12,31.5,33.4,67.1,20.6,21.5,22.4,0.94,1.42,-0.7,,6.1,-7.0
219,211,172,383,37.5,C+,A,Health Technology,113.84,32171449254.43,1531215286.62,39609400000.0,3.87,34.8,19.9,52.4,22.0,14.3,25.1,0.49,1.11,8.1,4.2,-9.4,-17.9
220,225,158,383,37.2,C+,ABT,Health Technology,111.33,193464915996.14,8295000000.0,224719630000.0,3.69,38.9,13.0,52.7,18.7,16.7,30.0,0.27,0.37,5.7,-51.5,-0.4,-12.2
221,70,315,385,37.0,C+,FDX,Transportation,353.34,83078297948.85,6223614509.45,96069480000.0,6.48,10.0,15.9,22.1,7.1,4.9,19.5,1.34,1.08,3.1,15.6,-4.5,25.1
222,170,215,385,36.7,C+,ROST,Retail Trade,208.89,67565225624.15,2707357000.0,61384742250.0,4.41,27.3,36.7,29.4,11.9,9.7,31.6,0.84,0.4,7.7,4.6,7.4,14.4
223,67,319,386,36.4,C+,EQT,Energy Minerals,64.36,40179271104.5,2978563000.0,45171058000.0,6.59,8.9,9.2,43.1,35.7,34.0,19.4,0.34,0.49,60.0,706.3,13.6,19.9
224,184,202,386,36.1,C+,ODFL,Transportation,184.48,38450360490.16,1393908000.0,32932212800.0,4.23,29.6,23.9,31.7,25.4,17.4,38.1,0.03,0.94,-5.5,-11.7,-1.9,18.2
225,118,269,387,35.8,C+,CRH,Non-Energy Minerals,104.52,69842229402.67,5323000000.06,101035880115.75,5.27,16.2,16.4,36.1,14.2,8.2,18.9,0.82,1.45,5.3,9.6,-14.3,-16.6
226,220,169,389,35.5,C+,HSY,Consumer Non-Durables,217.28,44040747393.96,1578255000.0,41803062680.0,3.78,35.6,18.9,34.3,13.5,15.0,50.0,1.24,0.06,4.4,-60.1,-4.3,15.1
227,279,110,389,35.2,C+,CW,Electronic Technology,669.41,24680832862.18,638025000.0,21288545440.0,3.0,53.4,19.4,37.2,18.2,15.8,52.0,0.46,1.08,12.1,21.9,-1.7,23.1
228,130,260,390,35.0,C,DRI,Consumer Services,206.44,23768771707.47,1440484846.34,28467324000.0,5.06,17.4,54.1,17.2,11.9,8.1,21.6,4.0,0.54,8.6,9.4,-2.9,11.2
229,72,320,392,34.7,C,ET,Industrial Services,18.84,64832725077.17,9311999759.0,143895957001.0,6.47,8.7,12.7,12.3,10.9,4.6,15.6,2.04,0.56,3.5,-6.0,3.0,14.9
230,71,323,394,34.4,C,EXE,Energy Minerals,107.09,25744250478.08,1982231738.91,30620390880.0,6.47,8.1,10.1,46.2,17.0,14.0,14.2,0.27,0.3,172.2,,4.2,-0.4
231,264,130,394,34.1,C,AMAT,Producer Manufacturing,348.21,276346852695.61,8436800453.68,256260620000.0,3.29,45.8,38.9,48.7,29.7,21.8,35.7,0.33,1.67,2.2,27.7,-4.6,34.9
232,73,322,395,33.8,C,SW,Process Industries,39.97,20889120234.97,2224000000.02,34841833022.27,6.38,8.4,3.9,19.4,7.1,4.0,30.2,0.81,0.88,155.8,-58.0,-22.2,6.8
233,85,310,395,33.5,C,XOM,Energy Minerals,159.43,664319614446.71,33498019894.74,555097920000.0,6.03,10.8,11.0,21.6,10.3,7.3,23.8,0.19,0.29,-4.9,-14.7,5.9,38.4
234,142,254,396,33.2,C,CPRT,Retail Trade,34.2,32949963137.5,1695743111.24,34581615620.0,4.9,18.6,17.2,44.8,36.5,30.3,21.5,0.01,0.7,2.4,7.1,-7.7,-11.9
235,239,157,396,33.0,C,FAST,Distribution Services,45.95,52765694523.7,1655820191.7,46338678000.0,3.57,39.5,33.3,43.0,20.2,12.8,42.0,0.11,0.59,8.7,9.2,0.5,8.9
236,283,113,396,32.7,C,VRT,Electronic Technology,269.12,102964899199.56,1887200000.0,64793272821.34,2.91,51.9,41.8,34.3,18.4,18.5,78.9,0.82,2.11,27.7,164.9,13.0,67.1
237,153,245,398,32.4,C,REGN,Health Technology,758.58,80183918364.18,3702000000.0,77337925000.0,4.79,19.7,14.9,81.6,25.8,28.4,18.3,0.1,0.77,1.0,8.6,-3.8,1.6
238,293,105,398,32.1,C,BSX,Health Technology,71.53,106149750495.05,4070797210.46,152790530000.0,2.66,55.1,12.6,65.0,20.3,18.2,36.9,0.49,0.99,19.9,55.4,-4.4,-23.7
239,106,293,399,31.8,C,CSX,Transportation,40.3,74940135236.93,4685000000.0,86319000000.0,5.43,12.6,22.5,33.2,33.2,12.1,26.1,1.48,0.79,-3.1,-13.9,0.2,9.9
240,275,124,399,31.5,C,RTX,Electronic Technology,202.59,271927329749.41,8887000000.0,284149780000.0,3.13,47.4,10.7,20.1,10.0,9.0,40.8,0.61,0.86,9.7,39.7,0.7,13.2
241,197,205,402,31.2,C,MDT,Health Technology,88.59,113739370261.54,6113274413.1,149983760000.0,4.08,28.5,9.4,59.6,18.2,16.1,24.7,0.57,0.64,6.9,8.9,-12.2,-9.4
242,187,221,408,30.9,C,RSG,Industrial Services,225.2,69542878992.71,3321799783.03,79365721000.0,4.19,25.9,18.3,30.3,20.0,14.5,32.8,1.15,0.09,3.5,5.7,1.9,5.6
243,160,249,409,30.7,C,MU,Electronic Technology,455.19,512320553798.22,12305623463.79,264209880000.0,4.66,19.0,22.6,45.5,32.9,12.4,43.3,0.21,2.39,45.4,203.8,12.3,92.4
244,246,163,409,30.4,C,GOOG,Technology Services,306.9,3720283070169.0,132732731339.77,3777299400000.0,3.51,36.4,35.7,59.7,32.9,18.2,28.4,0.16,1.17,15.2,34.3,-0.4,-0.7
245,169,243,412,30.1,C,VIK,Consumer Services,73.22,32630348677.29,1501534000.0,33893498020.0,4.43,20.2,263.5,39.0,23.1,20.0,28.5,5.25,1.43,21.9,691.7,-2.6,4.0
246,281,132,413,29.8,C,DHR,Health Technology,195.51,138252824493.42,5252000000.0,177850120000.0,2.95,45.7,7.1,61.4,21.4,21.4,38.7,0.37,1.16,2.9,-4.5,-9.5,-13.3
247,129,286,415,29.5,C,RCL,Consumer Services,283.75,76763762862.39,4942000000.0,97563160000.0,5.07,13.6,48.5,39.9,27.6,6.9,18.2,2.2,1.75,8.8,47.5,-13.9,0.3
248,325,90,415,29.2,C,NOW,Technology Services,118.19,123626737044.22,1947000000.0,156502930000.0,1.24,62.9,15.5,77.5,14.7,34.5,70.8,0.19,1.29,20.9,22.0,12.4,-24.7
249,208,208,416,28.9,C,LYV,Consumer Services,158.54,36839660253.38,1492276000.0,38392796055.0,3.89,28.2,-24.7,23.0,5.9,1.2,,38.39,0.7,8.8,-108.7,1.5,15.1
250,167,250,417,28.7,C,TSCO,Retail Trade,47.73,25122747796.55,1467389094.52,32998975570.0,4.45,18.7,45.2,33.2,9.5,4.8,23.2,2.3,0.46,4.3,1.0,-12.2,-9.2
251,214,203,417,28.4,C,STE,Health Technology,220.08,21584350665.84,1018050199.68,26640472000.0,3.82,29.3,10.4,44.3,18.6,16.8,30.4,0.29,0.73,8.0,53.3,-10.2,-12.7
252,258,160,418,28.1,C,APH,Electronic Technology,138.93,170768675977.24,5972000000.0,178885018000.0,3.34,37.9,36.8,36.9,25.9,19.0,41.6,1.2,1.53,51.7,74.1,-3.3,7.3
253,98,321,419,27.8,C,RPRX,Health Technology,46.13,26615586961.74,1559130444.05,28131330160.0,5.54,8.6,11.5,,65.6,109.1,25.9,1.38,0.36,5.0,-7.1,3.0,20.2
254,121,305,426,27.5,C,STLD,Non-Energy Minerals,172.96,25058859816.67,1475986000.0,28368061050.0,5.2,11.4,13.3,13.0,8.1,2.8,21.6,0.49,1.35,3.6,-18.3,-8.5,3.9
255,255,171,426,27.2,C,TMO,Health Technology,474.58,176300854176.68,8396000000.0,249326650000.0,3.37,34.9,13.0,40.3,18.8,14.1,26.8,0.76,1.01,3.9,7.4,-7.7,-16.4
256,311,116,427,26.9,C,ADI,Electronic Technology,312.99,152803027450.22,3282268761.7,157479391280.0,2.08,49.8,7.9,56.5,29.8,41.4,57.2,0.26,1.8,25.9,74.6,-5.1,12.0
257,122,306,428,26.6,C,TSN,Consumer Non-Durables,62.31,21503541273.39,1423952440.55,27427200000.0,5.19,11.4,1.1,6.1,2.6,2.0,109.0,0.46,0.48,2.8,-81.1,-1.7,7.0
258,195,234,429,26.4,C,WM,Industrial Services,237.15,95651084102.3,4607000000.0,112480695000.0,4.1,22.6,29.7,29.1,18.3,11.2,35.4,2.39,-0.07,14.2,-1.6,2.6,8.8
259,305,126,431,26.1,C,TER,Electronic Technology,295.36,46240364863.7,692803000.0,30476168560.0,2.27,47.0,19.7,57.9,21.7,14.1,84.8,0.1,1.51,13.3,5.0,-4.3,52.2
260,306,125,431,25.8,C,FWONA,Technology Services,80.69,31001624837.09,615000000.0,27149391861.44,2.27,47.2,10.4,24.9,13.7,16.8,27.4,0.66,0.53,23.9,,3.4,-7.1
261,295,138,433,25.5,C,HWM,Electronic Technology,239.74,96119364411.92,2130000000.0,85293080000.0,2.5,44.7,30.4,30.7,25.8,17.3,64.5,0.6,1.34,11.1,32.1,-3.6,22.9
262,312,121,433,25.2,C,HEI,Electronic Technology,290.69,34873511806.74,1005153693.64,49457658390.0,2.03,47.8,17.3,42.3,22.4,18.7,57.5,0.56,0.99,16.1,25.1,-11.9,-6.2
263,218,217,435,24.9,C,CMG,Consumer Services,34.62,45096397884.76,2008421000.0,52866234000.0,3.8,27.1,47.4,22.3,16.8,12.1,30.3,1.79,0.99,5.4,2.6,-4.3,-3.1
264,140,299,439,24.6,C,KMI,Industrial Services,33.48,74486521224.99,4651000000.0,94562250000.0,4.92,11.8,9.9,34.7,27.7,19.2,24.5,1.03,0.45,11.5,16.8,5.6,26.8
