MF Rank,EY Rank,ROC Rank,Combined Rank,MF Score,Grade,Ticker,Sector,Price,Market Cap,EBIT,EV,Earnings Yield %,ROC % (Greenblatt),ROE %,Gross Margin %,Op Margin %,FCF Margin %,P/E,D/E,Beta,Rev Growth %,EPS Growth %,Perf 1M %,Perf 3M %
132,106,193,299,62.4,B,LVS,Consumer Services,53.54,35974102648.14,3089000000.0,56605020000.0,5.46,17.6,72.7,38.0,23.7,12.7,22.8,10.04,1.11,15.2,20.1,-7.3,-19.4
133,275,24,299,62.1,B,CTAS,Commercial Services,192.51,76984753480.38,2376369225.25,78640889660.0,3.02,52.0,43.2,48.5,23.0,17.2,41.6,0.73,0.63,8.6,11.7,-3.5,1.9
134,290,9,299,61.8,B,UI,Electronic Technology,760.56,46029695319.21,903078185.68,33327774100.0,2.71,79.7,136.1,45.4,35.1,27.2,51.8,0.11,1.65,38.2,99.5,4.5,31.4
135,185,115,300,61.5,B,ODFL,Transportation,178.76,37258166540.59,1393908000.0,32932212800.0,4.23,27.3,23.9,31.7,25.4,17.4,37.0,0.03,0.97,-5.5,-11.7,-8.2,12.3
136,270,30,300,61.2,B,KLAC,Electronic Technology,1426.34,186959811030.39,5167664121.2,161303509720.0,3.2,47.2,100.7,60.5,42.5,36.0,41.4,1.12,1.96,17.6,44.8,-2.9,16.0
137,22,280,302,60.9,B,VG,Industrial Services,13.27,32592203628.54,5110000000.0,54680740000.0,9.35,10.3,41.9,49.9,37.1,-49.4,14.3,4.17,0.8,176.9,51.8,28.3,112.9
138,164,138,302,60.6,B,MCD,Consumer Services,325.52,231248961594.11,12394000000.0,272320946000.0,4.55,23.8,,57.3,46.1,26.7,27.2,,0.29,3.7,4.9,0.6,4.8
139,83,221,304,60.3,B,MPLX,Industrial Services,58.17,59054433856.9,4758000000.0,78529290000.0,6.06,15.3,35.0,45.2,40.3,34.7,12.1,1.83,0.49,6.2,14.4,4.8,6.8
140,52,254,306,60.1,B,CVS,Retail Trade,76.6,97451376122.56,12664000000.0,170803720000.0,7.41,12.6,2.3,13.8,3.1,1.9,55.4,1.06,0.37,7.9,-62.2,1.2,-5.4
141,49,258,307,59.8,B,TGT,Retail Trade,116.9,52938818566.44,4682000000.0,62801397000.0,7.46,12.1,24.0,25.4,4.5,2.7,14.4,1.26,0.73,-1.7,-8.2,3.5,20.2
142,297,10,307,59.5,B,IDXX,Health Technology,571.29,45488414457.73,1365962000.0,55243126400.0,2.47,76.4,66.2,61.9,31.7,24.5,43.7,0.61,0.89,10.4,22.6,-10.9,-19.6
143,306,1,307,59.2,B,FICO,Commercial Services,1140.13,27046436887.91,955733125.18,43556563960.0,2.19,257.0,,82.9,48.0,35.7,42.2,,1.26,16.2,24.0,-17.8,-37.6
144,30,278,308,58.9,B,COP,Energy Minerals,121.26,148220843273.05,11495000000.0,132858621160.0,8.65,10.5,12.3,24.6,19.6,12.3,19.2,0.38,0.66,7.5,-18.9,11.8,24.4
145,42,266,308,58.6,B,MPC,Energy Minerals,228.49,67345177377.51,6523852336.94,86247000000.0,7.56,11.5,23.1,7.4,4.9,3.6,17.1,1.98,0.95,-4.3,34.1,10.7,21.6
146,238,71,309,58.3,B,WAT,Health Technology,284.37,27897228831.72,844569000.0,23603033290.0,3.58,33.8,29.3,57.8,26.7,16.3,26.4,0.58,0.94,7.0,0.5,-13.0,-27.7
147,20,291,311,58.0,B,VZ,Communications,51.5,217210734806.77,31648000000.0,336071280000.0,9.42,9.7,16.9,45.8,22.9,14.6,12.7,1.74,0.32,2.5,-2.1,9.2,28.0
148,177,134,311,57.8,B,TDY,Electronic Technology,639.93,29632159354.46,1149962391.26,26708620000.0,4.31,24.3,8.9,39.2,18.8,17.6,33.9,0.25,0.83,7.7,9.7,-3.2,22.1
149,205,106,311,57.5,B,SYK,Health Technology,339.83,130049094289.88,5893000000.0,148103155000.0,3.98,28.4,15.1,62.4,23.5,17.1,40.5,0.73,0.75,11.2,8.2,-5.7,-4.0
150,15,298,313,57.2,B,KHC,Consumer Non-Durables,22.62,26776306175.61,4672000000.0,46700310000.0,10.0,9.2,-12.9,33.4,18.7,14.7,,0.52,0.17,-3.5,-318.1,-5.0,-7.5
151,163,150,313,56.9,B,AMGN,Health Technology,367.39,198048082491.79,10262000000.0,224035330000.0,4.58,22.1,106.1,70.5,27.9,22.0,25.8,6.4,0.39,10.6,88.6,0.6,15.8
152,165,149,314,56.6,B,KO,Consumer Non-Durables,77.97,335348889832.1,15180000000.0,334714830000.0,4.54,22.3,46.0,61.8,31.4,10.9,25.7,1.46,0.16,3.5,23.5,1.4,12.8
153,101,214,315,56.3,B,FLEX,Electronic Technology,63.21,23240669719.14,1363034134.53,24678920000.0,5.52,15.9,16.8,9.0,5.3,4.5,28.3,0.98,1.64,4.9,-9.6,-3.1,-11.4
154,53,264,317,56.0,B,LNG,Industrial Services,251.28,52819782974.7,5304000000.0,71799411000.0,7.39,11.7,78.2,29.0,27.0,12.5,10.3,3.34,0.59,24.4,70.8,14.3,30.7
155,19,300,319,55.7,B,DAL,Transportation,58.13,37966485311.55,5822000000.0,61355400000.0,9.49,9.1,27.7,17.4,9.2,6.1,7.6,0.97,1.59,2.8,43.7,-22.6,-18.1
156,91,228,319,55.5,B,UNP,Transportation,241.37,143226890254.11,9814000000.0,168585420000.0,5.82,14.9,40.4,45.6,40.0,22.4,20.1,1.78,0.64,1.1,8.1,-8.0,2.4
157,127,192,319,55.2,B,CMI,Producer Manufacturing,535.81,74030438503.05,3892000000.0,76516550000.0,5.09,17.6,25.1,25.0,11.6,7.1,26.1,0.66,1.21,-1.3,-27.2,-10.5,2.3
158,299,20,319,54.9,B,ROL,Commercial Services,55.65,26772782345.53,732516000.0,29914516620.0,2.45,55.8,38.9,49.4,19.5,17.3,51.2,0.76,0.36,11.0,13.0,-14.4,-6.8
159,232,88,320,54.6,B,EFX,Commercial Services,184.12,22144713946.78,1145000000.0,31583054000.0,3.63,30.9,14.0,44.6,18.8,18.7,34.6,1.11,1.12,6.9,10.1,-7.9,-17.0
160,233,87,320,54.3,B,MSFT,Technology Services,395.29,2935239615213.1,131484358366.1,3641621200000.0,3.61,31.6,34.4,68.6,46.7,27.5,24.7,0.32,0.92,16.7,28.7,-5.0,-17.6
161,102,222,324,54.0,B,AMRZ,Non-Energy Minerals,55.4,30621571875.02,1891000000.0,34327702952.0,5.51,15.3,10.2,25.6,16.0,12.0,25.9,0.48,1.36,0.9,-7.1,-7.7,-1.2
162,166,158,324,53.7,B,NOC,Electronic Technology,737.53,104672168280.2,4280000000.0,94449219990.74,4.53,21.3,26.2,19.8,10.2,7.9,25.3,1.07,0.11,2.2,2.7,8.1,31.0
163,271,53,324,53.4,B,ROK,Producer Manufacturing,358.85,40319634696.13,1515492411.86,47309003000.0,3.2,38.6,27.7,44.6,18.2,14.8,41.1,1.01,1.06,5.8,8.8,-14.8,-13.2
164,317,7,324,53.2,B,APP,Technology Services,453.03,152797051091.81,3966993957.16,230087715360.0,1.72,90.5,203.8,85.5,72.4,72.5,48.0,1.66,2.52,23.3,108.1,-1.3,-36.6
165,151,174,325,52.9,B,Q,Electronic Technology,107.64,22568733024.63,1014000000.0,20986974475.45,4.83,19.5,7.8,41.8,21.3,20.8,32.6,0.64,2.06,,,-2.7,25.5
166,291,34,325,52.6,B,ADSK,Technology Services,250.38,52831234870.74,1462000000.0,54251180000.0,2.69,45.3,39.7,85.5,20.3,33.5,47.9,0.9,0.71,17.8,2.1,6.9,-17.2
167,25,301,326,52.3,B,UAL,Transportation,86.59,28005839665.92,4973915796.25,55361140000.0,8.98,9.0,24.0,28.8,8.4,4.3,8.5,2.03,1.85,3.5,8.5,-26.3,-20.3
168,29,299,328,52.0,B,CTRA,Energy Minerals,32.02,24311911668.77,2097000000.0,24003480000.0,8.74,9.2,12.3,34.4,28.7,22.4,14.3,0.27,0.34,33.6,49.5,3.6,20.2
169,69,260,329,51.7,B,KDP,Consumer Non-Durables,27.36,37179895938.49,3576000000.0,55114630000.0,6.49,11.9,8.4,51.6,21.5,8.3,17.9,0.7,0.16,8.2,45.1,-4.7,-7.5
170,286,44,330,51.4,B,LLY,Health Technology,991.57,935400202021.14,29694700000.0,1051954664000.0,2.82,41.6,101.3,83.0,45.6,13.8,43.9,1.65,0.53,44.7,96.6,-3.4,-1.7
171,112,220,332,51.1,B,QSR,Consumer Services,72.77,33172983411.55,2533000000.0,47222110166.7,5.36,15.4,26.7,48.5,26.8,14.3,32.2,4.31,0.36,12.2,-28.8,3.8,3.0
172,184,148,332,50.9,B,VRTX,Health Technology,470.93,119632350051.13,4760700000.0,111530396000.0,4.27,22.5,22.5,86.3,39.4,26.5,30.7,0.11,0.32,9.9,,2.3,5.9
173,195,137,332,50.6,B,EMR,Electronic Technology,132.93,74746809090.87,3580010669.89,87193352000.0,4.11,24.0,11.3,48.0,19.9,14.3,32.5,0.69,1.37,3.6,-2.6,-18.6,-4.9
174,144,191,335,50.3,B,CPRT,Retail Trade,33.95,32704319644.32,1695743111.24,34581615620.0,4.9,17.9,17.2,44.8,36.5,30.3,21.3,0.01,0.64,2.4,7.1,-15.4,-12.7
175,250,85,335,50.0,C+,PH,Producer Manufacturing,893.43,112765632124.04,4242853731.2,122046776000.0,3.48,32.0,25.8,37.4,21.4,16.8,32.6,0.69,1.32,2.8,13.4,-10.7,-1.1
176,288,47,335,49.7,C+,LRCX,Producer Manufacturing,212.84,265788425777.6,6224700521.23,222981171730.0,2.79,41.0,65.6,49.8,33.8,33.7,43.6,0.44,2.28,26.8,48.3,-9.6,27.6
177,100,236,336,49.4,C+,PKG,Process Industries,215.37,19213888098.52,1228500000.0,22242308000.0,5.52,14.4,17.1,21.0,13.7,8.1,25.1,0.95,0.67,7.2,-3.9,-11.7,4.7
178,260,76,336,49.1,C+,MNST,Consumer Non-Durables,77.27,75590978905.95,2419353000.0,72893368360.0,3.32,33.6,26.8,55.8,29.2,23.7,39.9,0.0,0.36,10.7,30.5,-3.7,5.9
179,276,60,336,48.9,C+,TPL,Miscellaneous,527.0,36332195474.64,592161000.0,19694926612.1,3.01,36.9,37.2,85.5,74.2,60.3,75.6,0.01,1.11,13.1,6.1,29.2,76.6
180,56,281,337,48.6,C+,LEN,Consumer Durables,95.39,23460873156.16,2611930000.0,35650801900.0,7.33,10.3,8.3,17.6,7.7,0.9,11.9,0.28,0.67,-3.8,-44.3,-18.8,-20.4
181,51,287,338,48.3,C+,VLO,Energy Minerals,231.71,69287363467.83,4400000000.0,59193370000.0,7.43,9.8,9.7,4.4,3.6,4.1,30.3,0.49,1.16,-5.4,-9.9,14.0,36.0
182,225,113,338,48.0,C+,JCI,Producer Manufacturing,129.46,79238086824.19,3086471398.17,82702500000.0,3.73,27.4,13.1,36.4,13.1,5.5,24.4,0.74,1.07,-6.4,103.0,-8.3,10.0
183,247,91,338,47.7,C+,ABNB,Consumer Services,125.87,76618823773.68,2609787908.34,74554080000.0,3.5,30.5,30.2,72.3,21.2,37.5,31.1,0.28,1.49,10.8,-2.2,4.1,-2.4
184,193,146,339,47.4,C+,MAR,Consumer Services,314.81,83421113015.69,4139000000.0,100402656000.0,4.12,22.6,,19.5,15.8,10.0,33.2,,1.05,4.3,14.1,-12.2,5.6
185,194,145,339,47.1,C+,ILMN,Health Technology,119.9,18332708880.48,893382170.01,21702300000.0,4.12,22.6,33.4,67.1,20.6,21.5,21.9,0.94,1.38,-0.7,,1.4,-12.0
186,188,152,340,46.8,C+,RSG,Industrial Services,225.13,69521260754.68,3321799783.03,79365721000.0,4.19,22.0,18.3,30.3,20.0,14.5,32.8,1.15,0.08,3.5,5.7,1.1,6.0
187,58,283,341,46.6,C+,OKE,Industrial Services,85.22,53670161173.47,5775882720.27,79452200000.0,7.27,10.1,17.2,18.3,17.2,7.3,15.7,1.47,0.6,55.0,4.6,1.5,15.2
188,212,129,341,46.3,C+,A,Health Technology,111.38,31474833221.79,1531215286.62,39609400000.0,3.87,25.1,19.9,52.4,22.0,14.3,24.6,0.49,1.12,8.1,4.2,-13.0,-21.9
189,81,261,342,46.0,C+,HUM,Health Services,167.63,20215502250.46,2704980133.27,43839428070.0,6.17,11.9,7.0,,2.1,0.3,17.1,0.73,0.91,10.1,-1.5,-1.9,-37.3
190,257,86,343,45.7,C+,APH,Electronic Technology,133.43,164014138124.12,5972000000.0,178885018000.0,3.34,31.7,36.8,36.9,25.9,19.0,40.0,1.2,1.52,51.7,74.1,-9.7,-3.4
191,263,82,345,45.4,C+,AMAT,Producer Manufacturing,343.01,272216110336.85,8436800453.68,256260620000.0,3.29,32.2,38.9,48.7,29.7,21.8,35.1,0.33,1.69,2.2,27.7,1.5,28.3
192,294,51,345,45.1,C+,HWM,Electronic Technology,238.11,95467841381.79,2130000000.0,85293080000.0,2.5,39.5,30.4,30.7,25.8,17.3,64.1,0.6,1.27,11.1,32.1,3.8,20.1
193,170,176,346,44.8,C+,VIK,Consumer Services,68.84,30540352227.56,1501534000.0,33893498020.0,4.43,19.4,263.5,39.0,23.1,20.0,26.8,5.25,1.48,21.9,691.7,-11.4,-3.1
194,40,307,347,44.5,C+,T,Communications,27.75,194301014425.24,25615000000.0,334741720000.0,7.65,8.2,20.4,42.9,20.4,15.5,9.1,1.44,0.22,2.7,104.4,1.8,13.8
195,248,99,347,44.3,C+,ECL,Process Industries,277.55,78260625531.01,2897900000.0,82993184000.0,3.49,29.2,22.4,44.5,18.0,11.8,38.1,0.92,0.54,2.2,-1.2,-7.4,5.7
196,320,27,347,44.0,C+,AVGO,Electronic Technology,323.83,1533227533891.52,26557051755.95,1671277400000.0,1.59,48.1,33.4,65.0,41.6,45.3,63.2,0.83,2.16,25.2,147.3,-6.6,-14.8
197,246,102,348,43.7,C+,GOOG,Technology Services,300.34,3635455483251.09,132732731339.77,3777299400000.0,3.51,28.9,35.7,59.7,32.9,18.2,27.8,0.16,1.21,15.2,34.3,-5.8,-4.6
198,78,272,350,43.4,C+,FCX,Non-Energy Minerals,56.41,81072544395.79,5727000002.0,91594970000.0,6.25,11.0,12.0,25.2,22.8,4.4,37.3,0.56,1.9,-0.0,16.8,-13.3,15.7
199,150,201,351,43.1,C+,UNH,Health Services,280.72,254802751219.41,18964000000.0,390992100000.0,4.85,16.8,12.9,,4.2,3.6,21.3,0.88,0.2,11.8,-15.1,3.0,-16.8
200,120,232,352,42.8,C+,CRH,Non-Energy Minerals,99.61,66564463777.09,5323000000.06,101035880115.75,5.27,14.6,16.4,36.1,14.2,8.2,18.0,0.82,1.39,5.3,9.6,-23.2,-21.3
201,59,295,354,42.5,C+,CCL,Consumer Services,24.04,33354629473.58,4481168325.76,62204340000.0,7.2,9.5,25.6,29.6,16.8,9.8,12.0,2.28,1.74,6.4,43.9,-27.8,-14.3
202,80,274,354,42.2,C+,EPD,Industrial Services,36.95,79877059756.43,6448000000.0,104129100000.0,6.19,10.8,19.7,12.9,12.4,5.8,14.0,1.17,0.28,-6.5,-1.6,4.4,14.9
203,168,187,355,42.0,C+,TSCO,Retail Trade,47.53,25017477368.05,1467389094.52,32998975570.0,4.45,18.4,45.2,33.2,9.5,4.8,23.1,2.3,0.5,4.3,1.0,-12.1,-8.9
204,98,259,357,41.7,C+,CTVA,Process Industries,79.11,53206735217.37,2435000000.0,43728141000.0,5.57,12.0,5.0,42.5,14.0,16.2,50.0,0.12,0.61,2.9,23.1,5.9,18.8
205,115,243,358,41.4,C+,MDLZ,Consumer Non-Durables,54.75,70181043592.02,4758000000.0,89374360000.0,5.32,13.9,9.3,30.9,12.3,8.4,29.0,0.85,0.17,5.8,-44.8,-9.3,1.5
206,265,94,359,41.1,C+,NFLX,Technology Services,94.5,398994309007.01,13419183000.0,412683530440.0,3.25,30.1,42.8,48.6,29.6,20.9,37.4,0.64,0.85,16.5,27.5,15.3,-1.0
207,97,263,360,40.8,C+,ZM,Technology Services,73.83,21755257058.53,1123633000.0,20145020736.9,5.58,11.8,20.3,77.0,23.1,39.5,11.9,0.01,1.08,4.4,93.9,-21.9,-18.3
208,192,168,360,40.5,C+,LIN,Process Industries,497.32,230455187878.33,9254000000.0,224358845780.0,4.12,20.3,18.1,37.8,27.2,15.0,34.1,0.73,0.35,3.0,7.2,8.5,22.3
209,41,320,361,40.2,C+,FANG,Energy Minerals,181.09,50942727110.5,4855000000.0,63730660370.0,7.62,7.0,4.4,35.2,32.3,34.8,32.1,0.4,0.74,35.8,-64.3,7.8,14.5
210,161,200,361,39.9,C+,MU,Electronic Technology,421.67,474587876577.36,12305623463.79,264209880000.0,4.66,16.9,22.6,45.5,32.9,12.4,40.1,0.21,2.4,45.4,203.8,6.6,64.9
211,183,178,361,39.7,C+,IR,Producer Manufacturing,80.42,31493919772.02,1504300000.0,35188176000.0,4.28,19.4,5.7,38.5,19.7,15.9,55.3,0.5,1.26,5.7,-29.4,-18.3,-4.0
212,282,79,361,39.4,C+,VRT,Electronic Technology,261.07,99884987069.89,1887200000.0,64793272821.34,2.91,32.7,41.8,34.3,18.4,18.5,76.6,0.82,2.12,27.7,164.9,11.9,50.6
213,79,284,363,39.1,C+,NUE,Non-Energy Minerals,163.95,37343852292.1,2684000000.0,43188056000.0,6.21,10.0,8.4,12.0,8.3,-0.6,21.8,0.35,1.23,5.7,-10.3,-15.6,-2.0
214,114,250,364,38.8,C+,DIS,Consumer Services,99.7,176620534318.78,13325954066.75,250107080000.0,5.33,12.9,11.6,31.6,14.2,7.5,14.7,0.43,1.09,3.8,120.4,-8.5,-10.8
215,70,296,366,38.5,C+,FDX,Transportation,352.72,82932521509.29,6223614509.45,96069480000.0,6.48,9.4,15.9,22.1,7.1,4.9,19.5,1.34,1.1,3.1,15.6,-4.7,23.3
216,117,255,372,38.2,C+,ZBH,Health Technology,93.02,18199547650.58,1322983927.79,24981452000.0,5.3,12.5,5.6,60.9,16.1,14.2,26.2,0.61,0.7,7.2,-20.1,2.4,0.5
217,131,241,372,37.9,C+,DRI,Consumer Services,202.23,23284610013.34,1440484846.34,28467324000.0,5.06,14.1,54.1,17.2,11.9,8.1,21.2,4.0,0.58,8.6,9.4,-3.9,10.3
218,229,144,373,37.6,C+,TXN,Electronic Technology,191.12,173451096432.22,6140000000.0,167947390000.0,3.66,22.7,30.0,57.0,34.7,14.7,35.1,0.91,1.18,13.0,4.8,-14.3,5.1
219,278,95,373,37.4,C+,CW,Electronic Technology,660.61,24356379244.46,638025000.0,21288545440.0,3.0,30.0,19.4,37.2,18.2,15.8,51.3,0.46,1.02,12.1,21.9,0.9,17.5
220,219,155,374,37.1,C+,CMG,Consumer Services,32.59,42445966500.86,2008421000.0,52866234000.0,3.8,21.8,47.4,22.3,16.8,12.1,28.5,1.79,0.92,5.4,2.6,-15.0,-7.4
221,107,268,375,36.8,C+,CSX,Transportation,39.24,72969009639.41,4685000000.0,86319000000.0,5.43,11.3,22.5,33.2,33.2,12.1,25.4,1.48,0.81,-3.1,-13.9,-4.1,5.0
222,138,238,376,36.5,C+,DLTR,Retail Trade,110.47,21967310187.36,1353739838.3,27264756000.0,4.97,14.2,20.1,38.5,7.7,9.1,,2.21,0.64,-39.3,-182.3,-9.7,-15.2
223,213,164,377,36.2,C+,CAT,Producer Manufacturing,694.04,322928035959.34,11599000000.0,302754030000.0,3.83,20.5,43.5,32.2,17.2,11.0,36.9,2.07,1.15,4.3,-14.7,-8.5,10.9
224,66,313,379,35.9,C+,EQT,Energy Minerals,64.5,40265671769.67,2978563000.0,45171058000.0,6.59,7.7,9.2,43.1,35.7,34.0,19.5,0.34,0.44,60.0,706.3,15.1,14.6
225,207,172,379,35.6,C+,ROP,Technology Services,349.17,35938684992.93,2235400000.0,57222114000.0,3.91,19.7,7.9,69.2,28.3,31.5,24.6,0.48,0.5,12.3,-1.0,0.6,-21.7
226,130,251,381,35.3,C+,RCL,Consumer Services,271.54,73457904763.96,4942000000.0,97563160000.0,5.07,12.8,48.5,39.9,27.6,6.9,17.5,2.2,1.72,8.8,47.5,-21.9,-3.5
227,71,311,382,35.1,C,EXE,Energy Minerals,107.92,25943781701.64,1982231738.91,30620390880.0,6.47,7.8,10.1,46.2,17.0,14.0,14.3,0.27,0.23,172.2,,4.5,-5.6
228,94,288,382,34.8,C,DD,Process Industries,45.11,18446555325.2,1109997564.94,19468740000.0,5.7,9.8,-0.8,33.2,16.2,15.8,,0.25,1.29,-10.5,-211.7,-9.6,8.4
229,175,207,382,34.5,C,BDX,Health Technology,160.81,45789333682.4,3225741002.6,73977939150.0,4.36,16.6,7.0,46.1,14.8,12.0,26.3,0.77,0.56,6.2,1.7,-5.8,2.1
230,218,167,385,34.2,C,XYL,Producer Manufacturing,118.82,28890060720.32,1311871578.95,34470269120.0,3.81,20.4,8.7,38.3,14.5,9.7,30.3,0.22,1.03,5.4,7.4,-8.7,-15.4
231,72,314,386,33.9,C,ET,Industrial Services,18.64,64127115529.9,9311999759.0,143895957001.0,6.47,7.7,12.7,12.3,10.9,4.6,15.4,2.04,0.1,3.5,-6.0,2.0,13.4
232,221,165,386,33.6,C,HSY,Consumer Non-Durables,218.76,44340730271.06,1578255000.0,41803062680.0,3.78,20.4,18.9,34.3,13.5,15.0,50.3,1.24,0.11,4.4,-60.1,-4.4,20.2
233,85,303,388,33.3,C,XOM,Energy Minerals,155.74,648910935280.44,33498019894.74,555097920000.0,6.03,8.9,11.0,21.6,10.3,7.3,23.3,0.19,0.28,-4.9,-14.7,1.1,30.4
234,73,318,391,33.0,C,SW,Process Industries,40.03,20923091022.5,2224000000.02,34841833022.27,6.38,7.2,3.9,19.4,7.1,4.0,30.2,0.81,0.86,155.8,-58.0,-17.8,4.0
235,74,317,391,32.8,C,GPN,Commercial Services,69.15,19355174900.9,2092678127.89,33022516200.0,6.34,7.3,4.9,69.4,27.2,26.5,12.0,0.97,1.48,-18.1,-6.5,-5.3,-16.8
236,146,249,395,32.5,C,DE,Producer Manufacturing,576.81,155800578542.95,9645736178.22,197695200000.0,4.88,13.0,19.7,37.4,21.1,7.8,32.5,2.39,0.8,-2.7,-21.4,-2.6,20.6
237,104,292,396,32.2,C,TMUS,Communications,216.84,238933431899.49,18816000000.0,343249649159.36,5.48,9.6,18.2,47.6,21.3,17.5,22.3,2.07,0.34,8.5,0.3,13.3,11.6
238,210,186,396,31.9,C,TKO,Consumer Services,196.34,38114494298.92,961255000.0,24775076802.0,3.88,18.5,5.0,49.6,20.3,24.5,85.7,1.09,0.94,68.9,,-8.8,-4.4
239,243,153,396,31.6,C,DXCM,Health Technology,64.39,24781447707.29,911800000.0,25865993000.0,3.53,21.8,34.5,60.4,19.6,23.1,30.8,0.51,1.34,15.6,46.9,-5.7,-6.7
240,123,275,398,31.3,C,STLD,Non-Energy Minerals,172.14,24940057293.53,1475986000.0,28368061050.0,5.2,10.7,13.3,13.0,8.1,2.8,21.5,0.49,1.28,3.6,-18.3,-16.0,-0.7
241,215,184,399,31.0,C,STE,Health Technology,214.4,21027284857.44,1018050199.68,26640472000.0,3.82,18.7,10.4,44.3,18.6,16.8,29.7,0.29,0.7,8.0,53.3,-11.9,-15.3
242,196,205,401,30.7,C,WM,Industrial Services,239.0,96399269519.45,4607000000.0,112480695000.0,4.1,16.7,29.7,29.1,18.3,11.2,35.7,2.39,-0.07,14.2,-1.6,3.3,12.0
243,99,305,404,30.5,C,RPRX,Health Technology,45.59,26301173111.52,1559130444.05,28131330160.0,5.54,8.6,11.5,,65.6,109.1,25.6,1.38,0.36,5.0,-7.1,6.2,17.1
244,298,111,409,30.2,C,ANET,Electronic Technology,133.5,167741517662.76,3856100000.0,156425074000.0,2.47,27.7,31.4,64.1,42.8,47.2,48.5,0.0,2.07,28.6,23.7,-8.0,0.8
245,272,141,413,29.9,C,MELI,Retail Trade,1655.83,83945660891.36,3201000000.0,101114442785.0,3.17,23.1,36.0,44.5,11.1,27.5,42.0,2.25,1.08,39.1,4.5,-19.4,-17.8
246,313,100,413,29.6,C,CDNS,Technology Services,285.13,77740981869.24,1678281000.0,84823882560.0,1.98,29.1,21.9,85.6,31.7,30.0,70.3,0.49,1.16,14.1,5.3,-5.3,-14.8
247,226,190,416,29.3,C,ABT,Health Technology,108.44,188434328418.45,8295000000.0,224719630000.0,3.69,18.0,13.0,52.7,18.7,16.7,29.2,0.27,0.43,5.7,-51.5,-3.0,-12.2
248,309,107,416,29.0,C,EA,Technology Services,199.07,49819260393.37,1058337889.56,50746490000.0,2.09,28.0,10.0,77.5,14.2,30.9,74.7,0.32,0.49,-0.3,-32.2,-1.7,-2.3
249,209,209,418,28.7,C,LYV,Consumer Services,156.12,36277331341.91,1492276000.0,38392796055.0,3.89,16.5,-24.7,23.0,5.9,1.2,,38.39,0.75,8.8,-108.7,3.9,9.2
250,141,279,420,28.4,C,PCAR,Producer Manufacturing,115.36,60664549412.56,3150849832.25,63874368000.0,4.93,10.5,12.9,15.7,11.1,10.6,25.6,0.81,0.8,-15.5,-42.9,-8.9,1.9
251,176,244,420,28.2,C,JBHT,Transportation,201.31,19044749383.22,878807000.0,20263654700.0,4.34,13.7,15.8,10.5,7.3,7.9,32.8,0.48,1.0,-0.7,10.5,-12.7,0.5
252,304,117,421,27.9,C,TER,Electronic Technology,287.12,44950343209.45,692803000.0,30476168560.0,2.27,27.2,19.7,57.9,21.7,14.1,82.4,0.1,1.72,13.3,5.0,-8.1,42.6
253,198,224,422,27.6,C,MDT,Health Technology,87.51,112352773673.02,6113274413.1,149983760000.0,4.08,15.2,9.4,59.6,18.2,16.1,24.4,0.57,0.62,6.9,8.9,-13.5,-12.4
254,307,118,425,27.3,C,SPOT,Technology Services,513.33,105660014324.58,2487736153.08,114575700745.78,2.17,27.0,33.0,31.9,12.8,17.6,53.2,0.23,0.93,14.6,61.1,4.8,-14.3
255,253,181,434,27.0,C,HLT,Consumer Services,292.46,67058626696.01,2680249688.51,79502500000.0,3.37,19.0,,26.7,22.4,16.9,47.8,,0.87,7.7,-0.4,-9.1,4.4
256,302,132,434,26.7,C,COST,Retail Trade,1006.62,446587291580.66,10518473791.77,442629881600.0,2.38,24.5,29.7,12.9,3.8,3.3,52.4,0.26,0.29,8.4,12.3,3.4,14.0
257,208,227,435,26.4,C,CARR,Producer Manufacturing,55.92,46740390714.77,2177000000.0,55899628000.0,3.89,14.9,10.4,26.0,10.0,9.8,32.7,0.9,1.28,-9.4,-59.2,-15.5,1.9
258,155,282,437,26.1,C,REGN,Health Technology,744.07,78649645606.35,3702000000.0,77337925000.0,4.79,10.2,14.9,81.6,25.8,28.4,17.9,0.1,0.81,1.0,8.6,-0.9,0.3
259,267,171,438,25.9,C,FTAI,Electronic Technology,226.22,23203614013.42,766940587.75,23594296439.0,3.25,19.8,241.2,30.9,30.5,-42.3,49.0,10.32,0.06,43.5,,-17.7,24.1
260,234,206,440,25.6,C,ATI,Non-Energy Minerals,141.62,19392918844.77,643700000.0,17858130000.0,3.6,16.6,22.1,22.0,14.0,7.3,49.7,1.03,1.88,5.2,11.7,2.0,27.9
261,254,188,442,25.3,C,TMO,Health Technology,468.74,174129534077.8,8396000000.0,249326650000.0,3.37,18.3,13.0,40.3,18.8,14.1,26.4,0.76,0.96,3.9,7.4,-12.8,-18.9
262,142,302,444,25.0,C,KMI,Industrial Services,33.34,74163922584.07,4651000000.0,94562250000.0,4.92,9.0,9.9,34.7,27.7,19.2,24.4,1.03,0.41,11.5,16.8,5.9,23.6
263,124,321,445,24.7,C,TSN,Consumer Non-Durables,60.46,20863420378.59,1423952440.55,27427200000.0,5.19,7.0,1.1,6.1,2.6,2.0,105.7,0.46,0.49,2.8,-81.1,-6.3,1.5
264,148,297,445,24.4,C,NSC,Transportation,288.8,64856406386.09,3951000000.0,81103744215.28,4.87,9.3,19.2,32.4,32.4,17.7,22.7,1.15,0.79,0.5,10.2,-8.4,-2.2
